Arrêt Code Long;Arrêt;Commune;Pays;CodeDidoc;Coordonnées;Actif
CHCL01;Vernier-Champ-Claude;VERNIER;CH;8593150;46.217876, 6.08862;Y
CHEG01;???Choulex Eglise;CHOULEX;CH;8587043;;N
CHGI00;Chavannes-de-Bogis Village;VAUD;CH;8579317;46.344196, 6.162389;N
CHLA01;Châtelaine;VERNIER;CH;8593152;46.211109, 6.112711;Y
CHLA02;Châtelaine;VERNIER;CH;8593152;46.212433, 6.112254;Y
CHLX01;Choulex;CHOULEX;CH;8587043;46.222969, 6.222782;Y
CHLXST;Choulex Stationnement;CHOULEX;CH;8587043;46.222553, 6.221274;Y
CHMA00;La Chaumaz;RUSSIN;CH;8593088;46.204678, 6.002232;Y
CHMO01;Champ Moliaz;CRANVES-SALES;FR;;46.184944, 6.30414;N
CHNE02;Chêne-Bougeries, Village;CHÊNE-BOUGERIES;CH;8592699;46.197559, 6.190026;Y
CHNY01;Satigny, Champvigny;SATIGNY;CH;8503330;46.220604, 6.034836;N
CHOE01;Centre Horticole-Entrée;JUSSY;CH;;46.223904, 6.25021;N
CHOM00;Choulex, Mairie;CHOULEX;CH;;46.227993, 6.225014;N
CHOR99;Centre Horticole;JUSSY;CH;8592960;46.223961, 6.250166;N
CHPC01;Chablais Parc;ANNEMASSE;FR;8595884;46.197235, 6.235676;N
CHPR01;Chemin des Princes;COLLONGE-BELLERIVE;CH;8592731;46.232643, 6.20133;Y
CHRA01;Ch. des Rayes;COLLONGE-BELLERIVE;CH;;46.237766, 6.199567;N
CHRG01;Château Rouge;ANNEMASSE;FR;8595761;46.189159, 6.237876;N
CHRM00;Charmilles;GENÈVE;CH;8592802;46.208523, 6.127871;Y
CHRM02;Charmilles;GENÈVE;CH;8592802;46.20768, 6.127152;Y
CHRM03;Charmilles;GENÈVE;CH;8592802;46.20776, 6.127409;Y
CHRM98;Charmilles;GENÈVE;CH;8592802;46.493847, 6.136055;N
CHTE00;Prévessin-Terraillet;PRÉVESSIN-MOËNS;FR;1401783;46.255482, 6.095767;Y
CHTS01;Chânats;BELLEVUE;CH;8592646;46.256214, 6.133959;N
CHVD01;Chevry, Route de Flies;CHEVRY;FR;1402496;46.279102, 6.03525;Y
CHVI00;Chavannes-des-Bois, La Croix;CHAVANNES-DES-BOIS;CH;;46.318184, 6.135062;N
CHVO00;Ferney-Château;FERNEY-VOLTAIRE;FR;1401735;46.259056, 6.106899;Y
CIMT01;Cimetière Saint-Georges;LANCY;CH;8592979;46.197041, 6.115449;Y
CIPO01;Corsier-Port;CORSIER;CH;8592760;46.263981, 6.214043;Y
CIRQ01;Cirque;GENÈVE;CH;8592804;46.200806, 6.140586;Y
CIRQ03;Cirque;GENÈVE;CH;8592804;46.201488, 6.139533;Y
CIRQ99;Cirque;GENÈVE;CH;8592804;46.201614, 6.14124;N
CIVI01;Corsier-Village;CORSIER;CH;8587053;46.263042, 6.223766;Y
CIVI03;Corsier-Village;CORSIER;CH;8587053;46.262779, 6.224928;N
CIVI97;Corsier-Village;CORSIER;CH;8587053;46.260735, 6.225414;N
CIVI98;Corsier-Village;CORSIER;CH;8587053;46.260738, 6.22544;N
CLAP01;Place Claparède;GENÈVE;CH;8592805;46.196434, 6.150303;Y
CLAP02;Place Claparède;GENÈVE;CH;8592805;46.195038, 6.150945;Y
CLAP96;Place Claparède;GENÈVE;CH;8592805;46.196495, 6.151364;N
CLCO00;Clinique La Colline;GENÈVE;CH;8595999;46.191425, 6.150239;Y
CLFL00;Clos Fleury;ANNEMASSE;FR;8595763;46.192707, 6.231981;N
CLGE01;Collonge;COLLONGE-BELLERIVE;CH;8587045;46.254002, 6.204735;Y
CLIG03;Lignon-Cité;VERNIER;CH;8593154;46.203842, 6.098109;N
CLIG04;Lignon-Cité;VERNIER;CH;8593154;46.204189, 6.099678;N
CLIG97;Lignon-Cité;VERNIER;CH;8593154;46.204582, 6.09936;N
CLIG99;Lignon-Cité;VERNIER;CH;8593154;46.204056, 6.099843;N
CLJO00;Prévessin-Collège Le Joran;PRÉVESSIN-MOËNS;FR;1401778;46.255684, 6.072689;Y
CLLY99;Choully;SATIGNY;CH;8587415;46.222313, 6.027177;N
CLVI00;Saint-Genis-Clos des Vignes;SAINT-GENIS-POUILLY;FR;1401789;46.240948, 6.016731;Y
CLVP00;Chêne-Bougeries, Vert-Pré;CHÊNE-BOUGERIES;CH;8510679;46.187046, 6.176575;Y
CLYSST;Chemin des Clys (Stationnement);BELLEVUE;CH;8592645;46.24931, 6.129856;N
CMAR01;Camille-Martin;GENÈVE;CH;8592797;46.20639, 6.118424;Y
CMOL00;Clos du Môlan;COLOGNY;CH;8592743;46.205338, 6.183382;Y
CMRE98;Communes Réunies;PLAN-LES-OUATES;CH;8593057;46.170937, 6.124194;N
CNAE00;Chênaie;BELLEVUE;CH;8592930;46.258389, 6.149511;Y
CNAE01;Chênaie;BELLEVUE;CH;8592930;46.258461, 6.149457;Y
CNDA01;Canada;VERNIER;CH;8593149;46.208717, 6.070044;Y
COBI01;Colombières;VERSOIX;CH;8593184;46.279213, 6.163239;Y
COCH01;Chêne-Bougeries, Conches place;CHÊNE-BOUGERIES;CH;8587900;46.184185, 6.174387;Y
COCU00;Cocuaz;VANDOEUVRES;CH;8593128;46.211025, 6.206616;Y
CODN00;Colladon;GENÈVE;CH;8592808;46.223022, 6.123762;Y
CODN01;Colladon;GENÈVE;CH;8592808;46.223274, 6.123134;Y
COE00;Parking COE;GENÈVE;CH;8505461;46.229706, 6.129688;N
COET01;Coppet-Bourg;VAUD;CH;8596093;46.316082, 6.193198;N
COGA99;Coppet-Gare;VAUD;CH;8587577;46.31723, 6.188108;N
COGAST;Coppet-Gare stationnement;VAUD;CH;;46.317535, 6.187871;N
COLE03;Collège du Léman;VERSOIX;CH;8595665;46.290703, 6.158352;N
COLO00;Colovrex;BELLEVUE;CH;8587048;46.255394, 6.130075;N
COLOST;Colovrex (stationnement);BELLEVUE;CH;8587048;46.256149, 6.131967;N
COLSF01;Collège Lycée St-François;VILLE-LA-GRAND;FR;;46.202919, 6.250085;N
COMC00;Combes Chapuis;VERSOIX;CH;8595669;46.307343, 6.125879;Y
COMU00;Commugny;VAUD;CH;8587575;46.318913, 6.173617;N
COOP00;Parking COOP;VERNIER;CH;;46.221985, 6.097047;N
COPS00;Compesières;BARDONNEX;CH;8587050;46.151577, 6.122301;Y
COPS03;Compesières;BARDONNEX;CH;8587050;46.150978, 6.122083;N
COQA00;Docteur Coquand;VILLE-LA-GRAND;FR;;46.198231, 6.23921;N
COQU00;Coqueloup;VILLE-LA-GRAND;FR;8595993;46.199169, 6.257102;N
COQU01;Coqueloup;VILLE-LA-GRAND;FR;8595993;46.199532, 6.257263;N
CORL00;Corly;VETRAZ-MONTHOUX;FR;8595770;46.177677, 6.268279;N
CORL01;Corly;VETRAZ-MONTHOUX;FR;8595770;46.177811, 6.268418;N
CORN00;Cornières;VILLE-LA-GRAND;FR;8595771;46.201908, 6.234212;N
CORT00;Ferney, Appart'City Confort;FERNEY-VOLTAIRE;FR;1402579;46.260963, 6.113052;N
COTU02;Coutance;GENÈVE;CH;8592812;46.207447, 6.142287;N
COUT00;Coutance;GENÈVE;CH;8592812;46.207294, 6.141909;Y
COUT02;Coutance;GENÈVE;CH;8592812;46.207325, 6.142012;Y
-CHVST;Chevrier Stationnement;CHOULEX;CH;;46.220238, 6.226213;N
COUT03;Coutance;GENÈVE;CH;8592812;46.207607, 6.142186;Y
_BADNS;Bardonnex Douane - CH;BARDONNEX;CH;;46.142113, 6.097073;N
COUT99;Coutance;GENÈVE;CH;8592812;46.207291, 6.141869;N
_CANDS;Bois Candide-Dne - CH;MEYRIN;CH;;46.243839, 6.092346;Y
COVI99;Corsinge-Village;MEINIER;CH;8587054;46.240158, 6.244562;N
_CZDNS;Croix-de-Rozon-Dne - CH;BARDONNEX;CH;;46.143719, 6.138101;N
CPAR00;Chemin du Paradis;SATIGNY;CH;8593094;46.213341, 6.02309;Y
_DOACH;Veigy-Dne - CH;ANIÈRES;CH;;46.266602, 6.24718;Y
CPBL00;Chavannes-de-B.-Champs-Blancs;VAUD;CH;8587707;46.337147, 6.167101;N
_DOAFR;Veigy-Dne - F;VEIGY-FONCENEX;FR;;46.266586, 6.24709;Y
CPEL03;La Chapelle;PLAN-LES-OUATES;CH;8593060;46.170609, 6.135607;Y
_DOANF;Anières-Dne - F;VEIGY-FONCENEX;FR;;46.2729, 6.242787;Y
CPEV00;Collège P.É. Victor;CRANVES-SALES;FR;8595766;46.188435, 6.285586;N
_DOANS;Anières-Dne - CH;ANIÈRES;CH;;46.272961, 6.242747;Y
CPEV05;Collège P. E. Victor;CRANVES-SALES;FR;8595766;46.188107, 6.286176;N
_LADNF;Landecy-Dne - F;ARCHAMPS;FR;;46.141945, 6.132473;Y
CPLT00;Chantepoulet;GENÈVE;CH;8592801;46.208218, 6.143584;Y
_PLDOS;La Plaine-Dne - CH;DARDAGNY;CH;;46.177296, 5.991193;Y
CPTA01;CEPTA;LANCY;CH;;46.193771, 6.108249;N
_SADNS;Sauverny-Douane - S;VERSOIX;CH;;46.311672, 6.119973;N
CRAN00;Crans-près-Céligny-Village;VAUD;CH;8588663;46.358395, 6.205196;N
22CT00;22-Cantons (Gare Cornavin);GENÈVE;CH;8519455;46.208305, 6.142027;N
CRCH01;Croix-en-Champagne;CARTIGNY;CH;8592684;46.172199, 6.033068;Y
22CT02;22-Cantons (Gare Cornavin);GENÈVE;CH;8519455;;N
CRCO01;Confignon-Croisée;CONFIGNON;CH;8587386;46.178837, 6.089769;Y
3NOY00;Trois Noyers;VETRAZ-MONTHOUX;FR;8595860;46.179455, 6.245679;N
CRCOST;Confignon-Croisée Stationnement;CONFIGNON;CH;8587386;46.178509, 6.088562;N
AAIN00;Avenue de l'Ain;VERNIER;CH;8593138;46.205944, 6.109895;Y
CREC00;Nant-de-Crève-Coeur;VERSOIX;CH;8508290;46.274696, 6.160906;Y
AAIN04;Avenue de l'Ain;VERNIER;CH;8593138;46.205765, 6.11196;Y
CREL00;Crest-d'El;COLLEX-BOSSY;CH;8503040;46.26667, 6.130544;Y
ABMA01;Ambilly Mairie;AMBILLY;FR;;46.195572, 6.223361;N
CRGE01;Carouge-Rondeau;CAROUGE;CH;8587437;46.17971, 6.138109;Y
ACAC01;Acacias;GENÈVE;CH;8592774;46.192749, 6.138511;Y
CRGE06;Carouge-Rondeau;CAROUGE;CH;8587437;46.179653, 6.138823;N
ACCV00;Archamps-Centre de convention;ARCHAMPS;FR;1401702;46.136189, 6.123203;N
CRGE07;Carouge-Rondeau;CAROUGE;CH;8587437;46.179424, 6.138738;N
ACIA01;Acacias (F);AMBILLY;FR;8595365;46.191795, 6.220627;N
CRGE08;Carouge-Rondeau;CAROUGE;CH;8587437;46.179005, 6.138529;N
ACLP00;Avusy-Creux-du-Loup;AVUSY;CH;8595011;46.151794, 5.995663;Y
CRGE99;Carouge-Rondeau;CAROUGE;CH;8587437;46.17968, 6.13867;N
ADOU01;Prévessin-Ancienne-Douane;PRÉVESSIN-MOËNS;FR;1401776;46.247414, 6.079873;Y
CRGEST;Carouge-Rondeau stationnement;CAROUGE;CH;8587437;46.180988, 6.138197;N
AE4700;Aéroport-P47;LE GRAND-SACONNEX;CH;8596098;46.240807, 6.12201;Y
CRIG00;Chemin du Righi;COLOGNY;CH;8592742;46.216404, 6.17675;Y
AE4701;Aéroport-P47;LE GRAND-SACONNEX;CH;8596098;46.24065, 6.121561;Y
CRMV01;Cartigny-Moulin-de-Vert;CARTIGNY;CH;8592687;46.174992, 6.022117;Y
AE4702;Aéroport-P47;LE GRAND-SACONNEX;CH;8596098;46.240463, 6.123264;N
CRNR99;Cornière;PUPLINGE;CH;8593083;46.208488, 6.240689;N
AEDR00;Aérodrome;ANNEMASSE;FR;8595736;46.196819, 6.262374;N
CROA00;Crozet, Avouzon;CROZET;FR;1402494;46.282913, 6.026495;Y
AERO00;Genève-Aéroport-Terminal;LE GRAND-SACONNEX;CH;8592775;46.231071, 6.109568;Y
CROE00;Crozet, école;CROZET;FR;1402492;46.278481, 6.015167;Y
AERO96;Genève-Aéroport-Terminal;LE GRAND-SACONNEX;CH;8592775;46.230938, 6.110074;N
CROW01;Crowne - Ibis-Aéroport;MEYRIN;CH;;46.225555, 6.106396;N
AERO98;Genève-Aéroport-Terminal;LE GRAND-SACONNEX;CH;8592775;46.230846, 6.109417;N
CRRY01;Crédery;SATIGNY;CH;8593095;46.218258, 6.021769;N
AERO99;Genève-Aéroport-Terminal;LE GRAND-SACONNEX;CH;8592775;46.230888, 6.109286;N
CRSY00;Cressy;BERNEX;CH;8592755;46.182308, 6.088258;Y
AFER01;Alphonse-Ferrand;BERNEX;CH;8595224;46.165394, 6.054842;N
CRSY99;Cressy;ONEX;CH;8592755;46.493847, 6.136055;N
AGAZ99;Usine à Gaz;VERNIER;CH;8593174;46.20573, 6.108582;N
CRTE00;Crête;VANDOEUVRES;CH;8593129;46.217819, 6.210415;Y
AGLA03;Prévessin-Les Aglands;PRÉVESSIN-MOËNS;FR;1401780;46.254848, 6.067327;N
CRTE02;Crête;VANDOEUVRES;CH;8593129;46.216999, 6.211678;Y
AIRE01;Aïre;VERNIER;CH;8593137;46.201004, 6.10324;Y
CRTE03;Crête;VANDOEUVRES;CH;8593129;46.216942, 6.211693;Y
AIVC00;Aire-la-Ville-Croisée;AIRE-LA-VILLE;CH;8595556;46.188389, 6.045903;Y
CRUP00;Creux-du-Loup;AVUSY;CH;8595011;46.151779, 5.995677;N
AIVT00;Aire-la-Ville-Treulaz;AIRE-LA-VILLE;CH;8592620;46.185917, 6.045357;Y
CRUP99;Creux-du-Loup;AVUSY;CH;8595011;46.151527, 5.995792;N
AJEN00;Jeandin;THÔNEX;CH;8593106;46.190304, 6.198418;Y
CSSM00;Centre Sportif Sous-Moulin;THÔNEX;CH;8593108;46.18935, 6.191523;N
ALBA01;Avully-Bachères;AVULLY;CH;8595953;46.164612, 5.992372;Y
CSSM99;Sous-Moulin;THÔNEX;CH;8593108;46.189369, 6.191537;N
ALCH01;Adrien-Lachenal;VERSOIX;CH;8593181;46.283787, 6.163105;N
CTIL00;Courtillets;LANCY;CH;8592981;46.18251, 6.11829;N
ALEC00;Avully-Ecole;AVULLY;CH;8592627;46.167469, 6.004689;Y
CTNT01;Cottenets;BERNEX;CH;8592652;46.162373, 6.058764;Y
ALGE00;Avully-Gennecy;AVULLY;CH;8592630;46.168121, 5.995866;Y
CTRA01;Centre de Transfusion;ANNEMASSE;FR;8595755;46.191235, 6.252287;N
ALGE01;Avully-Gennecy;AVULLY;CH;8592630;46.168194, 5.996123;Y
CTSP01;Centre Sportif;LE GRAND-SACONNEX;CH;;;N
ALMA01;Avully-Martinet;AVULLY;CH;8592628;46.158596, 5.986369;Y
CURI00;Curiades;BERNEX;CH;8592653;46.165985, 6.076153;N
ALOB00;Allobroges;VILLE-LA-GRAND;FR;8595738;46.199787, 6.245481;N
CVER00;Chemin Vert;VEYRIER;CH;8593194;46.173286, 6.141138;Y
ALPE00;Alpes;GENÈVE;CH;8592777;46.208992, 6.147272;Y
CVIN02;Gare Cornavin;GENÈVE;CH;8587057;46.210506, 6.143206;Y
ALPEST;Alpes (stationnement);GENÈVE;CH;8592777;46.209049, 6.146923;N
CVIN05;Gare Cornavin;GENÈVE;CH;8587057;46.209373, 6.142221;Y
ALPR01;Altéa-P+R;CRANVES-SALES;FR;8505934;46.206356, 6.287261;N
CVIN07;Gare Cornavin;GENÈVE;CH;8587057;46.209454, 6.142349;N
ALPR02;Altéa-P+R;CRANVES-SALES;FR;8505934;46.206524, 6.287794;N
CVIN13;Gare Cornavin;GENÈVE;CH;8587057;46.208729, 6.14282;N
ALTE00;Altéa;VILLE-LA-GRAND;FR;8595739;46.206177, 6.283113;N
CVIN15;Gare Cornavin;GENÈVE;CH;8587057;46.210018, 6.143023;Y
ALTE01;Altéa;VILLE-LA-GRAND;FR;8595739;46.206264, 6.283072;N
CVIN21;Gare Cornavin;GENÈVE;CH;8587057;46.212547, 6.142328;N
AMAR00;Ami-Argand;VERSOIX;CH;8593182;46.286209, 6.160623;N
CVIN75;Gare Cornavin;GENÈVE;CH;8587057;46.209248, 6.142323;N
AMDO01;Amandolier;GENÈVE;CH;8592778;46.200069, 6.16767;Y
CVMA00;Cranves-Sales Mairie;CRANVES-SALES;FR;8595772;46.186951, 6.291952;N
AMDO03;Amandolier;GENÈVE;CH;8592778;46.199421, 6.167322;Y
CVRN00;Chevrens;ANIÈRES;CH;8595016;46.283813, 6.23855;Y
ANCI00;Ancienne;CAROUGE;CH;8592668;46.181393, 6.140866;Y
CXAB01;Croix d'Ambilly;AMBILLY;FR;1400019;46.192589, 6.223589;N
ANDO00;Anières-Douane;ANIÈRES;CH;8592624;46.268639, 6.238289;Y
CXAB04;Croix d'Ambilly;AMBILLY;FR;1400019;46.193111, 6.22648;N
ANGA00;Annemasse Gare;ANNEMASSE;FR;1401854;46.198757, 6.236926;N
CXAB07;Croix d'Ambilly;AMBILLY;FR;1400019;46.192551, 6.223331;Y
ANGA03;Annemasse Gare;ANNEMASSE;FR;1401854;46.198799, 6.236588;N
CXAB98;Croix d'Ambilly;AMBILLY;FR;1400019;46.193527, 6.224255;N
ANGA04;Annemasse Gare;ANNEMASSE;FR;1401854;46.19854, 6.23649;N
CXCE00;Collex-Centre;COLLEX-BOSSY;CH;8587044;46.270042, 6.122432;Y
ANGA07;Annemasse Gare;ANNEMASSE;FR;1401854;46.044125, 6.146775;N
CXCE01;Collex-Centre;COLLEX-BOSSY;CH;8587044;46.27005, 6.122276;Y
ANGN01;Annemasse-Gare Rotonde;ANNEMASSE;FR;1401675;46.200649, 6.235316;N
CXEC02;Collex-Ecole;COLLEX-BOSSY;CH;8592720;46.27169, 6.125935;Y
ANGR00;Anières-Gravière;ANIÈRES;CH;8592625;46.28875, 6.236924;Y
CYMA99;Cologny-Mairie;COLOGNY;CH;8587385;46.219639, 6.185878;N
ANGS00;Gare-Annemasse;ANNEMASSE;FR;1401854;46.198868, 6.236949;N
CYNO00;Cynodrome;VERSOIX;CH;8595664;46.297684, 6.143453;N
ANKE00;Angleterre-Kempinski;GENÈVE;CH;;46.210247, 6.149634;N
CYRA00;Chancy-Raclerets;CHANCY;CH;8592689;46.149906, 5.971945;Y
ANMA00;Anières-Mairie;ANIÈRES;CH;8595010;46.275013, 6.227262;Y
CYRA01;Chancy-Raclerets;CHANCY;CH;8592689;46.149628, 5.972406;Y
ANMA99;Anières-Mairie;ANIÈRES;CH;8595010;46.274643, 6.227478;N
CYTE01;Cologny-Temple;COLOGNY;CH;8592752;46.216404, 6.181519;Y
ANPT00;Annemasse Poste;ANNEMASSE;FR;8595361;46.195114, 6.234078;N
CYUS01;Chancy-Usine;CHANCY;CH;8592690;46.156643, 5.981411;Y
ANPT01;Annemasse Poste;ANNEMASSE;FR;8595361;46.194733, 6.233594;N
CYVI01;Chancy-Village;CHANCY;CH;8587040;46.150177, 5.969984;Y
ANRS01;Anières-Village;ANIÈRES;CH;8587029;46.27692, 6.223158;Y
CZDN00;Croix-de-Rozon-Douane;BARDONNEX;CH;8587070;46.144253, 6.137466;Y
APHO01;Aparthôtel;THOIRY;FR;;46.235752, 6.008428;N
CZPL00;Croix-de-Rozon-Place;BARDONNEX;CH;8592640;46.145435, 6.136351;Y
APIA00;Appia;GENÈVE;CH;8588196;46.226646, 6.136846;Y
DADN00;Dardagny-Douane;DARDAGNY;CH;8508038;46.196362, 5.991736;Y
APIA02;Appia;GENÈVE;CH;8588196;46.227909, 6.138397;Y
DADN01;Dardagny-Douane;DARDAGNY;CH;8508038;46.196056, 5.992521;Y
APIA06;Appia;GENÈVE;CH;8588196;46.224922, 6.1368;N
DADT00;Dardagny-Route de Malval;DARDAGNY;CH;8508036;46.199715, 5.985025;Y
APIA97;Appia;GENÈVE;CH;8588196;46.227032, 6.13774;N
DANC00;Dancet;GENÈVE;CH;8596094;46.192604, 6.142258;Y
APIA99;Appia;GENÈVE;CH;8588196;46.22686, 6.136619;N
DANC01;Dancet;GENÈVE;CH;8596094;46.193134, 6.142466;Y
APIAST;Appia (Stationnmemnt);GENÈVE;CH;8588196;46.224987, 6.136484;N
DARD01;Dardagny-Château;DARDAGNY;CH;8587055;46.19463, 5.994788;Y
ARAR01;Arare;PLAN-LES-OUATES;CH;8593050;46.165424, 6.111478;Y
DARD99;Dardagny-Dessus;DARDAGNY;CH;8587055;46.196335, 5.991703;N
ARCH00;Archamps;ARCHAMPS;FR;;46.13958, 6.122476;N
DC00;Dépôt Bachet Coursive;LANCY;CH;8592671;46.175919, 6.132449;N
ARME99;Armes;CAROUGE;CH;8592669;46.187794, 6.140352;N
DE00;Dépôt En-Chardon;MEYRIN;CH;;46.223877, 6.089961;Y
ARPR00;Archamps P+R;ARCHAMPS;FR;1402474;46.137093, 6.124216;N
DEBU00;Debussy;VILLE-LA-GRAND;FR;8595774;46.2034, 6.25907;N
ASVI00;Avusy-Village;AVUSY;CH;8587032;46.150677, 5.994722;N
DEBU01;Debussy;VILLE-LA-GRAND;FR;8595774;46.202816, 6.258914;N
ATHE04;Athénée;GENÈVE;CH;8592779;46.198383, 6.149493;Y
DEFO01;Place Deffaugt;ANNEMASSE;FR;8595360;46.194916, 6.235987;N
ATHE05;Athénée;GENÈVE;CH;8592779;46.198502, 6.147391;N
DELC02;Délices;GENÈVE;CH;8592816;46.205956, 6.131962;Y
ATHE06;Athénée;GENÈVE;CH;8592779;46.198372, 6.147251;N
DELC05;Délices;GENÈVE;CH;8592816;46.207268, 6.133912;N
ATHE97;Athénée;GENÈVE;CH;8592779;46.198479, 6.148766;N
DELC99;Délices;GENÈVE;CH;8592816;46.205917, 6.131876;N
ATHE99;Athénée;GENÈVE;CH;8592779;46.197697, 6.148572;N
DEST;Dépôt En-Chardon Stationnement;MEYRIN;CH;;46.223347, 6.09087;N
ATPA00;Athenaz-Passeiry;AVUSY;CH;8592638;46.156109, 6.002954;N
DF00;Dépôt Fictif CTT;LANCY;CH;;46.044739, 6.143383;N
ATPA04;Athenaz-Passeiry;AVUSY;CH;8592638;46.156456, 6.003321;Y
DGCAN00;Dépôt Grange Canal;CHÊNE-BOURG;CH;;46.199615, 6.174715;N
ATVI99;Athenaz-Village;AVUSY;CH;8587030;46.154591, 6.008605;N
DIST99;Distillerie;BERNEX;CH;;46.177303, 6.07652;N
AUBI98;Merle-d'Aubigné;GENÈVE;CH;8592854;46.206142, 6.161289;N
DJST;Dépôt Jonction (ST);GENÈVE;CH;;46.201241, 6.128512;N
AUGS00;Augustins;GENÈVE;CH;8592780;46.192169, 6.143913;Y
DL00;Dépôt Lancy;LANCY;CH;;46.187412, 6.123767;N
AUGS99;Augustins;GENÈVE;CH;8592780;46.191734, 6.14417;N
DMOIL00;Dépôt Moillesulaz;THÔNEX;CH;;46.192413, 6.206337;N
AUGSST;Augustins Stationnement;GENÈVE;CH;8592780;46.190979, 6.143527;N
DODE00;La Dode;CONFIGNON;CH;8592758;46.180439, 6.093679;Y
AUMO00;Aumônes;PUPLINGE;CH;8593082;46.210388, 6.234868;Y
DODE01;La Dode;CONFIGNON;CH;8592758;46.181133, 6.095527;Y
AVAN02;Avanchet;VERNIER;CH;8593139;46.220001, 6.105193;N
DOMO01;Douane de Moillesulaz;THÔNEX;CH;;46.192062, 6.207129;N
AVIA01;Aviateurs;PLAN-LES-OUATES;CH;8593064;46.169643, 6.120402;Y
DOMO99;Douane de Moillesulaz;THÔNEX;CH;;46.192062, 6.207129;N
AVMG00;Avusy-Moulin-de-la-Grave;AVUSY;CH;8595012;46.150494, 5.993574;Y
DP00;Dépôt Palettes;LANCY;CH;;46.177261, 6.121979;N
AVPP02;Aire-la-Ville-Pont-de-Peney;AIRE-LA-VILLE;CH;8592619;46.193146, 6.044585;N
DPEL00;Dépôt en ligne;VERNIER;CH;;46.21133, 6.104178;N
AVPP03;Aire-la-Ville-Pont-de-Peney;AIRE-LA-VILLE;CH;8592619;46.193264, 6.044823;N
DPFOUR00;Dépôt privé Fournier;;CH;;;N
AVQO00;Avusy-Les Quoattes;AVUSY;CH;8592637;46.152771, 5.995366;Y
DPGBU200;Dépôt Gem'bus 2 (Collège);SAINT-JULIEN-EN-GENEVOIS;FR;;46.14241, 6.085583;N
AVVE00;Ferney-Avenue de Vessy;FERNEY-VOLTAIRE;FR;1402566;46.263096, 6.112469;Y
DPGBUS00;Dépôt Gem'bus;SAINT-JULIEN-EN-GENEVOIS;FR;;46.142487, 6.090641;N
BADO00;Badosse;PLAN-LES-OUATES;CH;8593052;46.155956, 6.124189;Y
DPODIE;Dépôt privé Odier;PLAN-LES-OUATES;CH;;46.168377, 6.106459;N
BAIR02;Bel-Air;GENÈVE;CH;8587387;46.204601, 6.143449;Y
DPODIE2;Dépôt privé Odier2;SATIGNY;CH;;46.223721, 6.057534;N
BAIR18;Bel-Air;GENÈVE;CH;8587387;46.203945, 6.14373;Y
DPRDEV;Dépôt RATP Dev;SATIGNY;CH;;46.20015, 6.064325;N
BALX01;Balexert;VERNIER;CH;8593141;46.218296, 6.110981;Y
DPRDTA00;Dépôt RDTA;GEX;FR;;46.332932, 6.05985;N
BALX02;Balexert;VERNIER;CH;8593141;46.218651, 6.110233;N
DPTAC;Dépôt TAC;VILLE-LA-GRAND;FR;;46.204205, 6.267753;N
BALX03;Balexert;VERNIER;CH;8593141;46.218624, 6.110512;N
DPTS01;Deux-Ponts;GENÈVE;CH;;46.044125, 6.146775;N
BALX98;Balexert;VERNIER;CH;8593141;46.218418, 6.110147;N
DRAG00;Drague;ANNEMASSE;FR;8595807;46.182156, 6.238342;N
BASL01;Basselat;PRESINGE;CH;8595039;46.215179, 6.250664;Y
DRIZ01;Drize;VEYRIER;CH;8595139;46.169937, 6.140324;Y
BAUD02;Curé-Baud;LANCY;CH;8592982;46.176701, 6.117796;N
DS01;;;CH;;;N
BAUD03;Curé-Baud;LANCY;CH;8592982;46.175125, 6.116176;Y
DS02;;;CH;;;N
BAUD10;Curé-Baud;LANCY;CH;8592982;46.17524, 6.116122;Y
DSLO00;Dessous-Saint-Loup;VERSOIX;CH;;46.281311, 6.157205;N
BAUM00;Baumgartner;CAROUGE;CH;8593199;46.172001, 6.139186;Y
DUCH00;Dusonchet;ANNEMASSE;FR;8595776;46.188263, 6.243867;N
BAUM01;Baumgartner;CAROUGE;CH;8593199;46.172527, 6.138928;Y
DUCH01;Dusonchet;ANNEMASSE;FR;8595776;46.188377, 6.243385;N
BBAY00;Bois-de-Bay;SATIGNY;CH;8593091;46.197834, 6.048836;Y
DUCH02;Dusonchet;ANNEMASSE;FR;8595776;46.18758, 6.245735;N
BBRU99;Bois-Brulé;LE GRAND-SACONNEX;CH;;46.243389, 6.124779;N
DWES00;De-Westerweller;VANDOEUVRES;CH;8593130;46.21217, 6.210944;Y
BBRUST;Bois-Brulé Stationnement;LE GRAND-SACONNEX;CH;;46.244587, 6.126764;N
DX00;Local VAE Belle Idée;THÔNEX;CH;;46.206314, 6.206048;N
BCES01;Collège M. Servet;ANNEMASSE;FR;;46.191647, 6.237977;N
DZIPL00;Dépôt ZIPLO;PLAN-LES-OUATES;CH;;46.166489, 6.102586;N
BCOL00;Bas-Collonges;COLLONGES-SOUS-SALÈVE;FR;1401636;46.142204, 6.139353;N
EAUM01;Eaumorte-Hameau;AVULLY;CH;8592634;46.163391, 6.019466;Y
BEGA00;Bellegarde Gare SNCF;BELLEGARDE-SUR-VALSERINE;FR;;46.110844, 5.82428;N
EAUM02;Eaumorte-Hameau;AVULLY;CH;8592634;46.163197, 6.017463;N
BELC00;Belle-Cour;ONEX;CH;8593028;46.17947, 6.104919;Y
